Symbol,zip,sector,fullTimeEmployees,longBusinessSummary,city,phone,state,country,companyOfficers,website,maxAge,address1,industry,ebitdaMargins,profitMargins,grossMargins,operatingCashflow,revenueGrowth,operatingMargins,ebitda,targetLowPrice,recommendationKey,grossProfits,freeCashflow,targetMedianPrice,currentPrice,earningsGrowth,currentRatio,returnOnAssets,numberOfAnalystOpinions,targetMeanPrice,debtToEquity,returnOnEquity,targetHighPrice,totalCash,totalDebt,totalRevenue,totalCashPerShare,financialCurrency,revenuePerShare,quickRatio,recommendationMean,exchange,shortName,longName,exchangeTimezoneName,exchangeTimezoneShortName,isEsgPopulated,gmtOffSetMilliseconds,quoteType,symbol,messageBoardId,market,annualHoldingsTurnover,enterpriseToRevenue,beta3Year,enterpriseToEbitda,52WeekChange,morningStarRiskRating,forwardEps,revenueQuarterlyGrowth,sharesOutstanding,fundInceptionDate,annualReportExpenseRatio,totalAssets,bookValue,sharesShort,sharesPercentSharesOut,fundFamily,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,lastDividendValue,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,yield,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,threeYearAverageReturn,lastSplitDate,lastSplitFactor,legalType,lastDividendDate,morningStarOverallRating,earningsQuarterlyGrowth,priceToSalesTrailing12Months,dateShortInterest,pegRatio,ytdReturn,forwardPE,lastCapGain,shortPercentOfFloat,sharesShortPriorMonth,impliedSharesOutstanding,category,fiveYearAverageReturn,previousClose,regularMarketOpen,twoHundredDayAverage,trailingAnnualDividendYield,payoutRatio,volume24Hr,regularMarketDayHigh,navPrice,averageDailyVolume10Day,regularMarketPreviousClose,fiftyDayAverage,trailingAnnualDividendRate,open,toCurrency,averageVolume10days,expireDate,algorithm,dividendRate,exDividendDate,circulatingSupply,startDate,regularMarketDayLow,currency,trailingPE,regularMarketVolume,lastMarket,maxSupply,openInterest,marketCap,volumeAllCurrencies,strikePrice,averageVolume,dayLow,ask,askSize,volume,fiftyTwoWeekHigh,fromCurrency,fiveYearAvgDividendYield,fiftyTwoWeekLow,bid,tradeable,dividendYield,bidSize,dayHigh,coinMarketCapLink,regularMarketPrice,preMarketPrice,logo_url,trailingPegRatio
CMCSA,19103-2838,Communication Services,189000,"Comcast Corporation operates as a media and technology company worldwide. It operates through Cable Communications, Media, Studios, Theme Parks, and Sky segments. The Cable Communications segment offers broadband, video, voice, wireless, and other services to residential and business customers under the Xfinity brand; and advertising services. The Media segment operates NBCUniversal's television and streaming platforms, including national, regional, and international cable networks, the NBC and Telemundo broadcast, and Peacock networks. The Studios segment operates NBCUniversal's film and television studio production and distribution operations. The Theme Parks segment operates Universal theme parks in Orlando, Florida; Hollywood, California; Osaka, Japan; and Beijing, China. The Sky segment offers direct-to-consumer services, such as video, broadband, voice and wireless phone services, and content business operates entertainment networks, the Sky News broadcast network, and Sky Sports networks. The company also owns the Philadelphia Flyers, as well as the Wells Fargo Center arena in Philadelphia, Pennsylvania; and provides streaming service, such as Peacock. Comcast Corporation was founded in 1963 and is headquartered in Philadelphia, Pennsylvania.",Philadelphia,215 286 1700,PA,United States,[],https://corporate.comcast.com,1,One Comcast Center,Telecom Services,0.29823,0.115380004,0.67342,27373000704,0.051,0.18254,36282998784,40,buy,77935000000,10681124864,49.25,32.47,-0.05,0.877,0.051030003,32,51.48,106.062,0.14338,70,6822000128,98713001984,121659998208,1.546,USD,26.865,0.681,2.3,NMS,Comcast Corporation,Comcast Corporation,America/New_York,EDT,True,-14400000,EQUITY,CMCSA,finmb_173341,us_market,,2.13,,7.142,,,3.69,,4559479808,,,,20.151,68065265,0.0152,,1640908800,0.86625,14037000192,2.53,,,1.6113346,0.00675,1703980800,,1656547200,2.91,1655251200,4372636562,0.985525,259120709632,2,,1487635200,2:1,,,,-0.091,1.2194053,1657843200,0.99,,8.7994585,,0.0153,75154492,,,,32.7,32.6,43.69725,0.028746177,0.3388,,32.915,,31902920,32.7,37.8066,0.94,32.6,,31902920,,,1.08,1664841600,,,32.3,USD,12.833993,23165822,,,,148352843776,,,23849455,32.3,0,4000,23165822,57.96,,1.93,32.3,0,False,0.028800001,36100,32.915,,32.47,32.21,https://logo.clearbit.com/corporate.comcast.com,
COST,98027,Consumer Defensive,288000,"Costco Wholesale Corporation, together with its subsidiaries, engages in the operation of membership warehouses in the United States, Puerto Rico, Canada, the United Kingdom, Mexico, Japan, Korea, Australia, Spain, France, Iceland, China, and Taiwan. It offers branded and private-label products in a range of merchandise categories. The company offers sundries, dry groceries, candies, coolers, freezers, liquor, and tobacco and deli products; appliances, electronics, health and beauty aids, hardware, garden and patio products, sporting goods, tires, toys and seasonal products, office supplies, automotive care products, postages, tickets, apparel, small appliances, furniture, domestics, housewares, special order kiosks, and jewelry; and meat, produce, service deli, and bakery products. It also operates pharmacies, opticals, food courts, hearing-aid centers, and tire installation centers, as well as 636 gas stations; and offers business delivery, travel, same-day grocery, and various other services online in various countries. As of August 29, 2021, the company operated 815 membership warehouses, including 564 in the United States and Puerto Rico, 105 in Canada, 39 in Mexico, 30 in Japan, 29 in the United Kingdom, 16 in South Korea, 14 in Taiwan, 12 in Australia, 3 in Spain, 1 in Iceland, 1 in France, and 1 in China. It also operates e-commerce websites in the United States, Canada, the United Kingdom, Mexico, South Korea, Taiwan, Japan, and Australia. The company was formerly known as Costco Companies, Inc. and changed its name to Costco Wholesale Corporation in August 1999. Costco Wholesale Corporation was founded in 1976 and is based in Issaquah, Washington.",Issaquah,425 313 8100,WA,United States,[],https://www.costco.com,1,999 Lake Drive,Discount Stores,0.046290003,0.02595,0.12403,7825999872,0.162,0.03771,10069000192,411.8,buy,25245000000,3377250048,560,487.17,0.105,1.037,0.08465999,29,553.92,44.05,0.30576,678,11831000064,9036000256,217538002944,26.709,USD,490.523,0.434,2.1,NMS,Costco Wholesale Corporation,Costco Wholesale Corporation,America/New_York,EDT,True,-14400000,EQUITY,COST,finmb_92817,us_market,,1.092,,23.59,,,10.99,,443432000,,,,35.359,3668045,0.0083,,1630195200,0.69227,5646000128,9.779,,,13.777822,0.00208,1693267200,,1651968000,1.46,1655251200,441700505,0.650063,237525843968,2,,947808000,2:1,,,,0.109,0.993053,1657843200,3,,44.328484,,0.0083,4139588,,,,493.07,494,521.7943,0.005678707,0.2575,,493.34,,2154530,493.07,529.5876,2.8,494,,2154530,,,3.6,1658966400,,,484.42,USD,49.817978,3133113,,,,216026775552,,,2096693,484.42,0,1100,3133113,612.27,,0.85,406.51,0,False,0.0067000003,800,493.34,,487.17,471.02,https://logo.clearbit.com/costco.com,
CPRT,75254,Consumer Cyclical,8600,"Copart, Inc. provides online auctions and vehicle remarketing services in the United States, Canada, the United Kingdom, Brazil, the Republic of Ireland, Germany, Finland, the United Arab Emirates, Oman, Bahrain, and Spain. It offers a range of services for processing and selling vehicles over the internet through its virtual bidding third generation internet auction-style sales technology to vehicle sellers, insurance companies, banks and finance companies, charities, fleet operators, dealers, vehicle rental companies, and individuals. The company's services include online seller access, salvage estimation, estimating, end-of-life vehicle processing, virtual insured exchange, transportation, vehicle inspection stations, on-demand reporting, title processing and procurement, loan payoff, flexible vehicle processing programs, buy it now, member network, sales process, and dealer services. Its services also comprise services to sell vehicles through CashForCars.com; U-Pull-It service that allows buyer to remove valuable parts and sell the remaining parts and car body; copart 360, an online technology for posting vehicle images; membership tiers for those registering to buy vehicles through Copart.com; and virtual queue to secure a place in line while visiting one of its locations. The company sells its products principally to licensed vehicle dismantlers, rebuilders, repair licensees, used vehicle dealers, and exporters, as well as to the public. The company was incorporated in 1982 and is headquartered in Dallas, Texas.",Dallas,972 391 5000,TX,United States,[],https://www.copart.com,1,14185 Dallas Parkway,Auto & Truck Dealerships,0.43772,0.32154,0.48033002,1092540032,0.281,0.40155998,1473448960,134,buy,1377451000,521612512,151,105.08,-0.025,5.472,0.17372999,7,156.43,12.061,0.28474,182,1679707008,525030016,3366162944,7.067,USD,14.196,4.042,1.6,NMS,"Copart, Inc.","Copart, Inc.",America/New_York,EDT,True,-14400000,EQUITY,CPRT,finmb_27023,us_market,,8.702,,19.879,,,3.6,,237188000,,,,12.452,2521679,0.0106,,1627689600,0.82838,1082369024,2.951,,,8.438806,0.10034,1690761600,,1651276800,2.36,1655251200,214280841,1.111536,29291180032,2,,1491868800,2:1,,,,-0.029,7.4041915,1657843200,1.26,,29.18889,,0.0117999995,2386135,,,,107.88,107.11,122.8224,,0,,107.5,,1431070,107.88,121.4298,,107.11,,1431070,,,,,,,104.86,USD,35.60827,1014203,,,,24923715584,,,1028957,104.86,0,1800,1014203,161.12,,,102.21,0,False,,1000,107.5,,105.08,,https://logo.clearbit.com/copart.com,
CRWD,78701,Technology,5505,"CrowdStrike Holdings, Inc. provides cloud-delivered protection across endpoints and cloud workloads, identity, and data. It offers threat intelligence, managed security services, IT operations management, threat hunting, Zero Trust identity protection, and log management. The company primarily sells subscriptions to its Falcon platform and cloud modules through its direct sales team that leverages its network of channel partners. It serves customers worldwide. The company was incorporated in 2011 and is based in Austin, Texas.",Austin,888 512 8906,TX,United States,[],https://www.crowdstrike.com,1,206 East 9th Street,Software—Infrastructure,-0.041690003,-0.11076,0.73630995,642208000,0.611,-0.07875,-68236000,188,buy,1068373000,588471616,230,161.28,,1.826,-0.02398,31,239.19,69.119,-0.18261999,385,2152736000,772052992,1636584960,9.276,USD,7.15,1.684,1.6,NMS,"CrowdStrike Holdings, Inc.","CrowdStrike Holdings, Inc.",America/New_York,EDT,False,-14400000,EQUITY,CRWD,finmb_420347413,us_market,,25.2,,-604.404,,,0.63,,208207008,,,,3.891,11851742,0.0511,,1643587200,0.75418997,-181276000,-0.425,,,41.449497,0.01367,1706659200,,1651276800,3.21,1655251200,210509887,1.320512,41242132480,2,,,,,,,,22.600595,1657843200,2.06,,256,,0.056399997,12368542,,,,169.25,167.04,186.04774,,0,,169.125,,3288240,169.25,185.1894,,167.04,,3288240,,,,,,,159.67,USD,,3572194,,,,36987793408,,,3445731,159.67,0,1200,3572194,298.48,,,130,0,False,,1000,169.125,,161.28,160.28,https://logo.clearbit.com/crowdstrike.com,
CSCO,95134,Technology,79500,"Cisco Systems, Inc. designs, manufactures, and sells Internet Protocol based networking and other products related to the communications and information technology industry in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and China. It provides infrastructure platforms, including networking technologies of switching, routing, wireless, and data center products that are designed to work together to deliver networking capabilities, and transport and/or store data. The company also offers collaboration products comprising unified communications, Cisco TelePresence, and conferencing, as well as the Internet of Things and analytics software. In addition, it provides security products, such as network security, cloud and email security, identity and access management, advanced threat protection, and unified threat management products. Further, the company offers a range of service and support options for its customers, including technical support and advanced services. It serves businesses of various sizes, public institutions, governments, and service providers. The company sells its products and services directly, as well as through systems integrators, service providers, other resellers, and distributors. Cisco Systems, Inc. has strategic alliances with other companies. Cisco Systems, Inc. was incorporated in 1984 and is headquartered in San Jose, California.",San Jose,408 526 4000,CA,United States,[],https://www.cisco.com,1,170 West Tasman Drive,Communication Equipment,0.31157,0.23276,0.63138,14053000192,0.002,0.27502,16071000064,40,buy,31894000000,10352124928,52,41.15,0.076,1.49,0.09498,24,53.42,25.985,0.29790002,73,20109000704,10497999872,51581001728,4.856,USD,12.305,1.23,2.5,NMS,"Cisco Systems, Inc.","Cisco Systems, Inc.",America/New_York,EDT,True,-14400000,EQUITY,CSCO,finmb_19691,us_market,,3.456,,11.092,,,3.42,,4217609984,,,,9.268,37647684,0.0091,,1627689600,0.75202006,12005999616,2.39,,,4.440009,0.00074,1690761600,,1651276800,1.63,1655251200,4136988712,0.962111,178264539136,2,,953769600,2:1,,,,0.063,3.3647013,1657843200,2.11,,12.032164,,0.0091,41997212,,,,41.59,41.34,50.8197,0.03462371,0.52279997,,41.55,,20343410,41.59,45.0614,1.44,41.34,,20343410,,,1.52,1656979200,,,41.14,USD,17.217573,16679376,,,,173554663424,,,18911549,41.14,0,4000,16679376,64.29,,2.92,40.82,0,False,0.0335,3200,41.55,,41.15,41.24,https://logo.clearbit.com/cisco.com,
CSX,32202,Industrials,21712,"CSX Corporation, together with its subsidiaries, provides rail-based freight transportation services. The company offers rail services; and transportation of intermodal containers and trailers, as well as other transportation services, such as rail-to-truck transfers and bulk commodity operations. It transports chemicals, agricultural and food products, automotive, minerals, forest products, fertilizers, and metals and equipment; and coal, coke, and iron ore to electricity-generating power plants, steel manufacturers, and industrial plants, as well as exports coal to deep-water port facilities. The company also offers intermodal transportation services through a network of approximately 30 terminals transporting manufactured consumer goods in containers; and drayage services, including the pickup and delivery of intermodal shipments. It serves the automotive industry with distribution centers and storage locations, as well as connects non-rail served customers through transferring products, such as plastics and ethanol from rail to trucks. The company operates approximately 19,500 route mile rail network, which serves various population centers in 23 states east of the Mississippi River, the District of Columbia, and the Canadian provinces of Ontario and Quebec, as well as owns and leases approximately 3,500 locomotives. It also serves production and distribution facilities through track connections. CSX Corporation was incorporated in 1978 and is headquartered in Jacksonville, Florida.",Jacksonville,904 359 3200,FL,United States,[],https://www.csx.com,1,500 Water Street,Railroads,0.50893,0.28243,0.50893,5230000128,0.276,0.40453,7097999872,25,buy,6643000000,2728375040,36.5,28.57,0.045,1.163,0.087740004,24,35.54,127.502,0.29644,41,812000000,16755000320,13946999808,0.379,USD,6.344,0.962,2.1,NMS,CSX Corporation,CSX Corporation,America/New_York,EDT,True,-14400000,EQUITY,CSX,finmb_257948,us_market,,6.107,,12,,,4.96,,2217979904,,,,17.363,22986347,0.0107,,1640908800,0.77969,3939000064,3.529,,,1.6454529,0.0022200001,1703980800,,1656547200,1.37,1655251200,2138478935,1.207322,85179326464,2,,1624924800,3:1,,,,0.004,4.543463,1657843200,1.24,,5.7600803,,0.0108,26079680,,,,29.14,28.98,33.4942,0.036376115,0.2156,,29.045,,21505920,29.14,31.899,1.06,28.98,,21505920,,,0.4,1661817600,,,28.51,USD,8.0957775,16083126,,,,63367684096,,,15517479,28.51,0,1300,16083126,38.63,,1.27,27.6,0,False,0.0124,1000,29.045,,28.57,28.84,https://logo.clearbit.com/csx.com,
CTAS,45262-5737,Industrials,43000,"Cintas Corporation provides corporate identity uniforms and related business services primarily in the United States, Canada, and Latin America. It operates through Uniform Rental and Facility Services, First Aid and Safety Services, and All Other segments. The company rents and services uniforms and other garments, including flame resistant clothing, mats, mops and shop towels, and other ancillary items; and provides restroom cleaning services and supplies, as well as sells uniforms. It also offers first aid and safety services, and fire protection products and services. The company provides its products and services through its distribution network and local delivery routes, or local representatives to small service and manufacturing companies, as well as major corporations. Cintas Corporation was founded in 1968 and is headquartered in Cincinnati, Ohio.",Cincinnati,513 459 1200,OH,United States,[],https://www.cintas.com,1,6800 Cintas Boulevard,Specialty Business Services,0.23952,0.15732999,0.46243998,1537624960,0.13,0.20275,1881284992,362,buy,3632246000,1102547968,440,388.77,0.141,1.837,0.12149999,10,436.5,91.591,0.35327,494,90471000,3030009088,7854458880,0.894,USD,76.13,0.781,2.2,NMS,Cintas Corporation,Cintas Corporation,America/New_York,EDT,True,-14400000,EQUITY,CTAS,finmb_260725,us_market,,5.856,,24.448,,,10.2,,103664000,,,,36.334,1182786,0.0116,,1653955200,0.67081,1229624960,9.136,,,10.699895,0.15193,1717113600,,1653955200,2.24,1655251200,85800414,1.437633,45994057728,2,,952473600,3:2,,,,0.1,5.1310287,1657843200,3.06,,38.114704,,0.0137,1171681,,,,399.84,397.82,400.5112,0.010654262,0.32619998,,398.3,,510860,399.84,415.531,4.26,397.82,,510860,,,4,1660262400,,,388.52,USD,42.553635,430252,,,,40301453312,,,412339,388.52,0,1400,430252,461.44,,1,343.86,0,False,0.0094,800,398.3,,388.77,,https://logo.clearbit.com/cintas.com,
CTSH,07666,Technology,341300,"Cognizant Technology Solutions Corporation, a professional services company, provides consulting and technology, and outsourcing services in North America, Europe, and internationally. It operates through four segments: Financial Services; Healthcare; Products and Resources; and Communications, Media and Technology. The company offers customer experience enhancement, robotic process automation, analytics, and AI services in areas, such as digital lending, fraud detection, and next generation payments; the shift towards consumerism, outcome-based contracting, digital health, delivering integrated seamless, omni-channel, and patient-centered experience; and services that drive operational improvements in areas, such as clinical development, pharmacovigilance, and manufacturing, as well as claims processing, enrollment, membership, and billing to healthcare providers and payers, and life sciences companies, including pharmaceutical, biotech, and medical device companies. It also provides solution to manufacturers, retailers and travel and hospitality companies, as well as companies providing logistics, energy and utility services; and digital content, the creation of personalized user experience, and acceleration of digital engineering services to information, media and entertainment, and communications and technology companies. The company was founded in 1994 and is headquartered in Teaneck, New Jersey.",Teaneck,201 801 0233,NJ,United States,[],https://www.cognizant.com,1,300 Frank West Burr Boulevard,Information Technology Services,0.18136999,0.11738,0.36727002,2607000064,0.07,0.15322,3492000000,55,buy,6914000000,2289499904,78,59.8,0.144,2.227,0.10818,21,79.38,13.146,0.19521,102,2320000000,1571000064,19253000192,4.481,USD,36.742,2.056,2.5,NMS,Cognizant Technology Solutions ,Cognizant Technology Solutions Corporation,America/New_York,EDT,True,-14400000,EQUITY,CTSH,finmb_386024,us_market,,1.789,,9.862,,,4.39,,525252000,,,,20.445,6503264,0.0125,,1640908800,0.95054,2260000000,2.57,,,2.9249206,0.00126,1703980800,,1656547200,1.92,1655251200,516733824,1.106002,34439663616,2,,1394409600,2:1,,,,0.127,1.650344,1657843200,1.43,,13.621868,,0.0125,5137609,,,,60.08,59.97,77.79835,0.014647136,0.2367,,60.54,,3457300,60.08,66.1362,0.88,59.97,,3457300,,,1.08,1660780800,,,59.63,USD,23.268482,3844517,,,,31774072832,,,3064707,59.63,0,2200,3844517,93.47,,1.13,59.63,0,False,0.0159,3100,60.54,,59.8,,https://logo.clearbit.com/cognizant.com,
DDOG,10018,Technology,3200,"Datadog, Inc. provides monitoring and analytics platform for developers, information technology operations teams, and business users in the cloud in North America and internationally. The company's SaaS platform integrates and automates infrastructure monitoring, application performance monitoring, log management, and security monitoring to provide real-time observability of its customers technology stack. Its platform also provides user experience monitoring, network performance monitoring, cloud security, developer-focused observability, and incident management, as well as a range of shared features, such as dashboards, analytics, collaboration tools, and alerting capabilities. The company was incorporated in 2010 and is headquartered in New York, New York.",New York,866 329 4466,NY,United States,[],https://www.datadoghq.com,1,620 8th Avenue,Software—Application,0.021979999,0.0017299999,0.78069,382283008,0.828,0.00343,26226000,89.35,buy,794884000,338123136,147.5,89.44,,3.329,0.00114,20,148.02,72.387,0.0021,223,1671009024,808454976,1193265024,5.304,USD,3.838,3.233,1.9,NMS,"Datadog, Inc.","Datadog, Inc.",America/New_York,EDT,False,-14400000,EQUITY,DDOG,finmb_134521275,us_market,,26.207,,1192.419,,,-0.06,,257196992,,,,3.07,9262271,0.0294,,1640908800,0.79750997,2061000,-0.144,,,29.133553,0.09944,1703980800,,1648684800,1.88,1655251200,243398179,1.20441,31272368128,2,,,,,,,,23.38685,1657843200,2.52,,-1490.6667,,0.0336,12538476,,,,94.51,93.92,124.74418,,0,,95.32,,4508370,94.51,101.7156,,93.92,,4508370,,,,,,,89.36,USD,,5836483,,,,27906711552,,,4496687,89.36,0,800,5836483,199.675,,,81.12,0,False,,1000,95.32,,89.44,88.89,https://logo.clearbit.com/datadoghq.com,
DLTR,23320,Consumer Defensive,61886,"Dollar Tree, Inc. operates discount variety retail stores. It operates in two segments, Dollar Tree and Family Dollar. The Dollar Tree segment offers merchandise at the fixed price of $ 1.25. It provides consumable merchandise, including candy and food, and health and personal care, as well as everyday consumables, such as household paper and chemicals, and frozen and refrigerated food; variety merchandise comprising toys, durable housewares, gifts, stationery, party goods, greeting cards, softlines, arts and crafts supplies, and other items; and seasonal goods that include Christmas, Easter, Halloween, and Valentine's Day merchandise. As of January 29, 2022, this segment operated 8,061 stores under the Dollar Tree and Dollar Tree Canada brands, as well as 15 distribution centers in the United States and 2 distribution centers in Canada. The Family Dollar segment operates general merchandise retail discount stores that offer consumable merchandise, which comprise food and beverages, tobacco, health and personal care, household chemicals, paper products, hardware and automotive supplies, diapers, batteries, and pet food and supplies; and home products, including housewares, home décor, and giftware, as well as domestics, such as comforters, sheets, and towels. It also provides apparel and accessories merchandise comprising clothing, fashion accessories, and shoes; and seasonal and electronics merchandise that include Christmas, Easter, Halloween, and Valentine's Day merchandise, as well as personal electronics, which comprise pre-paid cellular phones and services, stationery and school supplies, and toys. As of January 29, 2022, this segment operated 8,016 stores under the Family Dollar brand; and 11 distribution centers. The company was founded in 1986 and is based in Chesapeake, Virginia.",Chesapeake,757 321 5000,VA,United States,[],https://www.dollartree.com,1,500 Volvo Parkway,Discount Stores,0.10444,0.055710003,0.3037,1413799936,0.065,0.07706,2793100032,110,buy,7746100000,83287504,183,139.33,0.481,1.464,0.05933,20,175.47,120.278,0.19035,206,1218499968,9912699904,26744100864,5.426,USD,118.376,0.284,2.4,NMS,"Dollar Tree, Inc.","Dollar Tree, Inc.",America/New_York,EDT,True,-14400000,EQUITY,DLTR,finmb_27685,us_market,,1.714,,16.407,,,6.9,,224956000,,,,31.216,5203752,0.0232,,1643414400,1.01767,1489799936,5.65,,,4.463416,0.01287,1706486400,,1651276800,2.45,1655251200,221553722,0.685398,45826785280,2,,1340755200,2:1,,,,0.432,1.1719639,1657843200,1.2,,20.192753,,0.0277,4591939,,,,141.87,141.95,151.1167,,0,,142.08,,2736900,141.87,156.262,,141.95,,2736900,,,,,,,138.43,USD,24.660177,1784073,,,,31343120384,,,2429196,138.43,0,900,1784073,177.19,,,84.26,0,False,,1000,142.08,,139.33,,https://logo.clearbit.com/dollartree.com,
DOCU,94105,Technology,7461,"DocuSign, Inc. provides electronic signature software in the United States and internationally. The company provides e-signature solution that enables businesses to digitally prepare, sign, act on, and manage agreements. It also offers CLM, which automates workflows across the entire agreement process; Insights that use artificial intelligence (AI) to search and analyze agreements by legal concepts and clauses; Gen for Salesforce, which allows sales representatives to automatically generate agreements with a few clicks from within Salesforce; Negotiate for Salesforce that supports for approvals, document comparisons, and version control; Analyzer, which helps customers understand what they're signing before they sign it; and CLM+ that provide AI-driven contract lifecycle management. The company provides Guided Forms, which enable complex forms to be filled via an interactive and step-by-step process; Click that supports no-signature-required agreements for standard terms and consents; Identify, a signer-identification option for checking government-issued IDs; Standards-Based Signatures, which support signatures that involve digital certificates; Payments that enables customers to collect signatures and payment; Remote Online Notary is a solution using audio-visual and identify verification technologies to enable notarization; and Monitor using advanced analytics to track DocuSign eSignature web, mobile, and API account. It offers industry-specific cloud offerings, including Rooms for Real Estate that provides a way for brokers and agents to manage the entire real estate transaction digitally; Rooms for Mortgage, which offers digital workspace to create and close mortgages; FedRAMP, an authorized version of DocuSign eSignature for U.S. federal government agencies; and life sciences modules that support compliance with the electronic signature practices. The company sells its products through direct, partner-assisted, and Web-based sales. It serves enterprise, commercial, and small businesses. The company was incorporated in 2003 and is headquartered in San Francisco, California.",San Francisco,415 489 4940,CA,United States,[],https://www.DocuSign.com,1,221 Main Street,Software—Application,0.00225,-0.03996,0.78082,567155968,0.255,-0.02931,5003000,50,hold,1648286000,759985472,74,54,,1.014,-0.01675,18,88.81,249.865,-0.30056,250,967614976,871900992,2226827008,4.839,USD,11.246,0.954,2.9,NMS,"DocuSign, Inc.","DocuSign, Inc.",America/New_York,EDT,False,-14400000,EQUITY,DOCU,finmb_9817309,us_market,,5.702,,2537.818,,,1.84,,197876992,,,,1.689,16697388,0.083500005,,1643587200,0.80121005,-88995000,-1.31,,,31.97158,0.01525,1706659200,,1651276800,3.29,1655251200,197014820,1.208566,12696702976,2,,,,,,,,4.798468,1657843200,1.87,,29.347826,,0.0847,13967749,,,,54.6,53.56,92.67745,,0,,54.65,,8577430,54.6,63.5912,,53.56,,8577430,,,,,,,52.533,USD,,5409623,,,,10685358080,,,4413277,52.533,0,1800,5409623,288.5,,,52.53,0,False,,3200,54.65,,54,53.67,https://logo.clearbit.com/DocuSign.com,
DXCM,92121,Healthcare,6300,"DexCom, Inc., a medical device company, focuses on the design, development, and commercialization of continuous glucose monitoring (CGM) systems in the United States and internationally. The company provides its systems for use by people with diabetes, as well as for use by healthcare providers. Its products include DexCom G6, an integrated CGM system for diabetes management; Dexcom Real-Time API, which enables invited third-party developers to integrate real-time CGM data into their digital health applications and devices; Dexcom ONE, that is designed to replace finger stick blood glucose testing for diabetes treatment decisions; and Dexcom Share, a remote monitoring system. The company's products candidature comprises Dexcom G7, a next generation G7 CGM system. DexCom, Inc. has a collaboration and license agreement with Verily Life Sciences LLC and Verily Ireland Limited to develop blood-based or interstitial glucose monitoring products. The company markets its products directly to endocrinologists, physicians, and diabetes educators. DexCom, Inc. was incorporated in 1999 and is headquartered in San Diego, California.",San Diego,858 200 0200,CA,United States,[],https://www.dexcom.com,1,6340 Sequence Drive,Medical Devices,0.13971,0.06284,0.66099,596899968,0.17,0.09482,373500000,87,buy,1680500000,7275000,120,80.96,-0.346,4.72,0.0326,17,119.53,94.751,0.078990005,150,2754800128,2137500032,2673400064,7.017,USD,6.871,4.109,1.6,NMS,"DexCom, Inc.","DexCom, Inc.",America/New_York,EDT,True,-14400000,EQUITY,DXCM,finmb_114039,us_market,,11.822,,84.621,,,3.33,,96922000,,,,19.681,11740139,0.0299,,1640908800,0.98783,168000000,5.205,,,4.113612,0.00392,1703980800,,1656547200,4.39,1655251200,390744493,1.024691,31605811200,2,,,,,,,-0.351,2.9351406,1657843200,3.43,,24.312313,,0.0336,13000083,,,,84.46,83.64,99.282616,,0,,83.83,,2255400,84.46,86.0692,,83.64,,2255400,,,,,,,79.71,USD,15.554275,2708678,,,,7846804992,,,2597206,79.71,0,1200,2708678,164.8625,,,66.8925,0,False,,900,83.83,,80.96,,https://logo.clearbit.com/dexcom.com,
EA,94065,Communication Services,12900,"Electronic Arts Inc. develops, markets, publishes, and distributes games, content, and services for game consoles, PCs, mobile phones, and tablets worldwide. It develops and publishes games and services across various genres, such as sports, racing, first-person shooter, action, role-playing, and simulation primarily under the Battlefield, The Sims, Apex Legends, Need for Speed, and license games from others, including FIFA, Madden NFL, UFC, and Star Wars brands. The company licenses its games to third parties to distribute and host its games. It markets and sells its games and services through digital distribution and retail channels, as well as directly to mass market retailers, specialty stores, and distribution arrangements. Electronic Arts Inc. was incorporated in 1982 and is headquartered in Redwood City, California.",Redwood City,650 628 1500,CA,United States,[],https://www.ea.com,1,209 Redwood Shores Parkway,Electronic Gaming & Multimedia,0.23372999,0.11286,0.73566,1899000064,0.356,0.17108,1634000000,120,buy,5143000000,1794249984,154,117.42,2.023,1.182,0.05519,31,152.45,29.259,0.10204001,188,3062000128,2231000064,6991000064,10.94,USD,24.616,1.057,2,NMS,Electronic Arts Inc.,Electronic Arts Inc.,America/New_York,EDT,True,-14400000,EQUITY,EA,finmb_27963,us_market,,5.135,,21.97,,,6.14,,282808000,,,,27.607,4460036,0.016,,1648684800,0.92557,789000000,4.045,,,4.253269,0.0051499996,1711843200,,1648684800,1.99,1655251200,264617012,0.840357,35899437056,2,,1069113600,2:1,,,,1.961,4.750009,1657843200,1.48,,19.12378,,0.016,4554419,,,,117.49,116.645,128.53445,0.0014469317,0.2464,,118.3,,2155080,117.49,128.1536,0.17,116.645,,2155080,,,0.76,1654560000,,,116.4801,USD,29.028429,1385132,,,,33207314432,,,1990879,116.4801,0,1300,1385132,146.72,,,109.24,0,False,0.0058,1100,118.3,,117.42,116.54,https://logo.clearbit.com/ea.com,
